raw_frame_id,raw_filename,frame_number,timestamp,extraction_rate,brightness,contrast,blur_edge_score,perceptual_hash,duplicate_distance,duplicate_of,script_suggestion,script_reason,final_decision,final_reason,final_curated_image_id,final_curated_filename,reviewer,comment
nosferatu_raw_000576,raw_frames/nosferatu_raw_000576.jpg,576,01:35:50,1 frame / 10 sec,37.471,34.411,7.139,8080c0d0f0fa3e10,27,,review,usable_candidate,kept,,nosferatu_000576,nosferatu_000576.jpg,,
nosferatu_raw_000577,raw_frames/nosferatu_raw_000577.jpg,577,01:36:00,1 frame / 10 sec,28.915,30.889,4.984,c0c0d8d0f0f01800,10,,review,usable_candidate,kept,,nosferatu_000577,nosferatu_000577.jpg,,
nosferatu_raw_000579,raw_frames/nosferatu_raw_000579.jpg,579,01:36:20,1 frame / 10 sec,23.212,25.281,4.517,0010fc7e3c1c1800,9,,review,usable_candidate,kept,,nosferatu_000579,nosferatu_000579.jpg,,
nosferatu_raw_000581,raw_frames/nosferatu_raw_000581.jpg,581,01:36:40,1 frame / 10 sec,20.961,23.209,4.063,303a7a7878381000,15,,review,usable_candidate,kept,,nosferatu_000581,nosferatu_000581.jpg,,
nosferatu_raw_000582,raw_frames/nosferatu_raw_000582.jpg,582,01:36:50,1 frame / 10 sec,29.065,30.859,5.261,003c7c3e7e181800,13,,review,usable_candidate,kept,,nosferatu_000582,nosferatu_000582.jpg,,
nosferatu_raw_000585,raw_frames/nosferatu_raw_000585.jpg,585,01:37:20,1 frame / 10 sec,34.319,30.837,5.665,00f0f2ffc78f0c0c,25,,review,usable_candidate,kept,,nosferatu_000585,nosferatu_000585.jpg,,
nosferatu_raw_000586,raw_frames/nosferatu_raw_000586.jpg,586,01:37:30,1 frame / 10 sec,35.2,31.725,5.368,00f0faf3cf8e0c0c,5,nosferatu_raw_000585,remove,near_duplicate,kept,,nosferatu_000586,nosferatu_000586.jpg,,
nosferatu_raw_000587,raw_frames/nosferatu_raw_000587.jpg,587,01:37:40,1 frame / 10 sec,38.192,32.97,5.589,0098f8c3cf8f0c0c,7,,review,usable_candidate,kept,,nosferatu_000587,nosferatu_000587.jpg,,
nosferatu_raw_000591,raw_frames/nosferatu_raw_000591.jpg,591,01:38:20,1 frame / 10 sec,25.646,23.949,5.39,787efefcd00d0f00,6,,review,usable_candidate,kept,,nosferatu_000591,nosferatu_000591.jpg,,
nosferatu_raw_000593,raw_frames/nosferatu_raw_000593.jpg,593,01:38:40,1 frame / 10 sec,31.042,28.082,4.441,043c38bbfbd81000,18,,review,usable_candidate,kept,,nosferatu_000593,nosferatu_000593.jpg,,
nosferatu_raw_000595,raw_frames/nosferatu_raw_000595.jpg,595,01:39:00,1 frame / 10 sec,29.763,27.415,4.893,0c3e3abaf2f22000,21,,review,usable_candidate,kept,,nosferatu_000595,nosferatu_000595.jpg,,
nosferatu_raw_000597,raw_frames/nosferatu_raw_000597.jpg,597,01:39:20,1 frame / 10 sec,27.88,24.868,9.019,00263e7c3c18180c,12,,review,usable_candidate,kept,,nosferatu_000597,nosferatu_000597.jpg,,
nosferatu_raw_000599,raw_frames/nosferatu_raw_000599.jpg,599,01:39:40,1 frame / 10 sec,27.37,23.062,8.567,002272721c181c0c,12,,review,usable_candidate,kept,,nosferatu_000599,nosferatu_000599.jpg,,
nosferatu_raw_000600,raw_frames/nosferatu_raw_000600.jpg,600,01:39:50,1 frame / 10 sec,31.468,26.67,9.78,00227e7c181c180c,8,,review,usable_candidate,kept,,nosferatu_000600,nosferatu_000600.jpg,,
nosferatu_raw_000601,raw_frames/nosferatu_raw_000601.jpg,601,01:40:00,1 frame / 10 sec,30.69,25.251,9.402,00667e7438381c0c,7,,review,usable_candidate,kept,,nosferatu_000601,nosferatu_000601.jpg,,
nosferatu_raw_000602,raw_frames/nosferatu_raw_000602.jpg,602,01:40:10,1 frame / 10 sec,19.937,22.434,3.402,0038383a30383000,18,,remove,blurred,kept,,nosferatu_000602,nosferatu_000602.jpg,,
nosferatu_raw_000603,raw_frames/nosferatu_raw_000603.jpg,603,01:40:20,1 frame / 10 sec,29.073,24.549,8.688,00627672381c1c0c,18,,review,usable_candidate,kept,,nosferatu_000603,nosferatu_000603.jpg,,
nosferatu_raw_000606,raw_frames/nosferatu_raw_000606.jpg,606,01:40:50,1 frame / 10 sec,29.243,21.183,4.56,1d7f3f7f4e0c0000,30,,review,usable_candidate,kept,,nosferatu_000606,nosferatu_000606.jpg,,
nosferatu_raw_000617,raw_frames/nosferatu_raw_000617.jpg,617,01:42:40,1 frame / 10 sec,25.665,17.878,5.626,76fefed28b810018,34,,review,usable_candidate,kept,,nosferatu_000617,nosferatu_000617.jpg,,
nosferatu_raw_000620,raw_frames/nosferatu_raw_000620.jpg,620,01:43:10,1 frame / 10 sec,41.477,34.191,13.362,183c7e66425a4200,18,,review,usable_candidate,kept,,nosferatu_000620,nosferatu_000620.jpg,,
nosferatu_raw_000621,raw_frames/nosferatu_raw_000621.jpg,621,01:43:20,1 frame / 10 sec,40.036,32.776,12.99,183c7e664a5a4000,2,nosferatu_raw_000620,remove,near_duplicate,kept,,nosferatu_000621,nosferatu_000621.jpg,,
nosferatu_raw_000623,raw_frames/nosferatu_raw_000623.jpg,623,01:43:40,1 frame / 10 sec,55.445,18.588,3.929,1c7e7e7e7e7c3800,10,,remove,blurred,kept,,nosferatu_000623,nosferatu_000623.jpg,,
nosferatu_raw_000624,raw_frames/nosferatu_raw_000624.jpg,624,01:43:50,1 frame / 10 sec,70.406,49.926,6.979,ff02a7a180000000,37,,review,usable_candidate,kept,,nosferatu_000624,nosferatu_000624.jpg,,
nosferatu_raw_000625,raw_frames/nosferatu_raw_000625.jpg,625,01:44:00,1 frame / 10 sec,12.558,13.581,3.25,10f06c6c48e82000,30,,remove,black_frame,kept,,nosferatu_000625,nosferatu_000625.jpg,,
nosferatu_raw_000627,raw_frames/nosferatu_raw_000627.jpg,627,01:44:20,1 frame / 10 sec,21.629,25.783,4.198,0003226b63626000,18,,review,usable_candidate,kept,,nosferatu_000627,nosferatu_000627.jpg,,
nosferatu_raw_000628,raw_frames/nosferatu_raw_000628.jpg,628,01:44:30,1 frame / 10 sec,20.249,23.984,5.356,00181c1c1c1c1808,33,,review,usable_candidate,kept,,nosferatu_000628,nosferatu_000628.jpg,,
nosferatu_raw_000629,raw_frames/nosferatu_raw_000629.jpg,629,01:44:40,1 frame / 10 sec,33.887,30.39,3.243,0020383838383838,14,,remove,blurred,kept,,nosferatu_000629,nosferatu_000629.jpg,,
nosferatu_raw_000632,raw_frames/nosferatu_raw_000632.jpg,632,01:45:10,1 frame / 10 sec,51.22,34.534,10.003,3e7e7e7a7a783000,5,nosferatu_raw_000631,remove,near_duplicate,kept,,nosferatu_000632,nosferatu_000632.jpg,,
nosferatu_raw_000634,raw_frames/nosferatu_raw_000634.jpg,634,01:45:30,1 frame / 10 sec,17.708,16.453,2.529,e0c0eb3d3c000000,21,,remove,black_frame,kept,,nosferatu_000634,nosferatu_000634.jpg,,
